player,pos,team_id
Vitaly Potapenko,C,BOS
Brent Price,PG,SAC
Joel Przybilla,C,MIL
Vladimir Radmanović,PF,SEA
Zach Randolph,PF,POR
Theo Ratliff,C,ATL
Željko Rebrača,C,DET
Eldridge Recasner,PG-SG,TOT
Michael Redd,SG,MIL
Don Reid,PF,ORL
Glen Rice,SF,HOU
Jason Richardson,SG,GSW
Norm Richardson,SG,TOT
Quentin Richardson,SG,LAC
Mitch Richmond,SG,LAL
Isaiah Rider,SG,DEN
Clifford Robinson,PF,DET
David Robinson,C,SAS
Eddie Robinson,SF,CHI
Glenn Robinson,SF,MIL
Larry Robinson,SG,NYK
Carlos Rogers,C,IND
Rodney Rogers,SF,TOT
Sean Rooks,C,LAC
Jalen Rose,SF,TOT
Malik Rose,PF,SAS
Michael Ruffin,PF,PHI
Bryon Russell,SG,UTA
Daniel Santiago,C,PHO
Jeryl Sasser,SG,ORL
Kenny Satterfield,PG,DEN
Brian Scalabrine,PF,NJN
Shawnelle Scott,C,DEN
Ansu Sesay,SF,SEA
Brian Shaw,PG,LAL
Bobby Simmons,SF,WAS
Dickey Simpkins,PF,ATL
Brian Skinner,PF,CLE
Reggie Slater,PF,TOT
Charles Smith,SG,SAS
Jabari Smith,C,TOT
Joe Smith,C,MIN
Leon Smith,C,ATL
Steve Smith,SG,SAS
Eric Snow,PG,PHI
Will Solomon,SG,MEM
Felton Spencer,C,NYK
Latrell Sprewell,SF,NYK
Jerry Stackhouse,SF,DET
John Starks,SG,UTA
Vladimir Stepania,C,MIA
DeShawn Stevenson,SG,UTA
Michael Stewart,C,TOR
Bryant Stith,SG,CLE
John Stockton,PG,UTA
Peja Stojaković,SF,SAC
Damon Stoudamire,PG,POR
Erick Strickland,PG,BOS
Mark Strickland,SF,ATL
Rod Strickland,PG,MIA
Bruno Šundov,C,IND
Bob Sura,PG,GSW
Stromile Swift,PF,MEM
Wally Szczerbiak,SF,MIN
Jason Terry,SG,ATL
Etan Thomas,C,WAS
Kenny Thomas,PF,HOU
Kurt Thomas,C,NYK
Tim Thomas,SF,MIL
Jamaal Tinsley,PG,IND
Óscar Torres,SG,HOU
Robert Traylor,PF,CHH
Gary Trent,PF,MIN
Jeff Trepagnier,SG,CLE
Jake Tsakalidis,C,PHO
Hedo Türkoğlu,SF,SAC
Nick Van Exel,PG-SG,TOT
Keith Van Horn,SF,NJN
Ratko Varda,C,DET
Jacque Vaughn,PG,ATL
Jake Voskuhl,C,PHO
Antoine Walker,PF,BOS
Samaki Walker,PF,LAL
Ben Wallace,C,DET
Gerald Wallace,SF,SAC
John Wallace,SF,PHO
Rasheed Wallace,PF,POR
Charlie Ward,PG,NYK
Earl Watson,PG,SEA
Clarence Weatherspoon,PF,NYK
Chris Webber,PF,SAC
Bonzi Wells,SG,POR
David Wesley,SG,CHH
Jahidi White,C,WAS
Rodney White,SF,DET
Chris Whitney,PG,WAS
Aaron Williams,PF,NJN
Alvin Williams,PG,TOR
Eric Williams,SF,BOS
Jason Williams,PG,MEM
Jerome Williams,PF,TOR
Monty Williams,SF,ORL
Scott Williams,PF,DEN
Shammond Williams,SG,SEA
Walt Williams,SF,HOU
Corliss Williamson,SF,DET
Kevin Willis,PF,HOU
Loren Woods,C,MIN
Metta World Peace,SF,TOT
Lorenzen Wright,C,MEM
Wang Zhizhi,C,DAL
Tariq Abdul-Wahad,SG,DAL
Shareef Abdur-Rahim,PF,ATL
Courtney Alexander,PG,NOH
Malik Allen,PF,MIA
Ray Allen,SG,TOT
Rafer Alston,PG,TOR
John Amaechi,C,UTA
Chris Andersen,C,DEN
Derek Anderson,PG,POR
Kenny Anderson,PG,TOT
Shandon Anderson,SF,NYK
Robert Archibald,PF,MEM
Gilbert Arenas,PG,GSW
Brandon Armstrong,SG,NJN
Darrell Armstrong,PG,ORL
Carlos Arroyo,PG,UTA
Chucky Atkins,PG,DET
Stacey Augmon,SG,NOH
Dalibor Bagarić,C,CHI
Vin Baker,C,BOS
Brent Barry,SG,SEA
Jon Barry,SG,DET
Maceo Baston,PF,TOR
Mengke Bateer,C,SAS
Mike Batiste,PF,MEM
Tony Battie,C,BOS
Shane Battier,SF,MEM
Lonny Baxter,C,CHI
Raja Bell,SG,DAL
Jonathan Bender,SF,IND
Corey Benjamin,SG,ATL
Travis Best,PG,MIA
Mike Bibby,PG,SAC
Chauncey Billups,PG,DET
Corie Blount,C,CHI
Mark Blount,C,TOT
Calvin Booth,C,SEA
Carlos Boozer,PF,CLE
Ruben Boumtje-Boumtje,C,POR
Bruce Bowen,SF,SAS
Ryan Bowen,SG,DEN
Earl Boykins,PG,GSW
Michael Bradley,PF,TOR
Shawn Bradley,C,DAL
Elton Brand,PF,LAC
J.R. Bremer,PG,BOS
Jamison Brewer,PG,IND
Primož Brezec,C,IND
Damone Brown,PF,TOR
Devin Brown,SG,TOT
Kedrick Brown,SF,BOS
Kwame Brown,C,WAS
P.J. Brown,PF,NOH
Randy Brown,PG,PHO
Tierre Brown,PG,CLE
Rick Brunson,PG,CHI
Kobe Bryant,SG,LAL
Mark Bryant,PF,TOT
Greg Buckner,SG,PHI
Pat Burke,C,ORL
Caron Butler,SF,MIA
Rasual Butler,SG,MIA
Jason Caffey,PF,MIL
Marcus Camby,C,DEN
Elden Campbell,C,TOT
Brian Cardinal,PF,WAS
Anthony Carter,PG,MIA
Vince Carter,SG,TOR
Sam Cassell,PG,MIL
Kelvin Cato,C,HOU
Tyson Chandler,C,CHI
Calbert Cheaney,SG,UTA
Chris Childs,PG,NJN
Doug Christie,SG,SAC
Keon Clark,C,SAC
Speedy Claxton,PG,SAS
Mateen Cleaves,PG,SAC
Derrick Coleman,C,PHI
Bimbo Coles,PG,TOT
Jason Collier,C,HOU
Jarron Collins,C,UTA
Jason Collins,C,NJN
Chris Crawford,PF,ATL
Jamal Crawford,PG,CHI
Austin Croshere,PF,IND
John Crotty,PG,DEN
Eddy Curry,C,CHI
Michael Curry,SF,DET
Erick Dampier,C,GSW
Antonio Daniels,SG,POR
Antonio Davis,C,TOR
Baron Davis,PG,NOH
Dale Davis,C,POR
Emanual Davis,SG,ATL
Hubert Davis,SG,DET
Ricky Davis,SG,CLE
Andrew DeClercq,C,ORL
Tony Delk,PG,BOS
Dan Dickau,PG,ATL
Michael Dickerson,SG,MEM
DeSagana Diop,PF,CLE
Vlade Divac,C,SAC
Juan Dixon,PG,WAS
Michael Doleac,C,NYK
Keyon Dooling,SG,LAC
Bryce Drew,PG,NOH
Predrag Drobnjak,C,SEA
Chris Dudley,C,POR
Tim Duncan,PF,SAS
Mike Dunleavy,SF,GSW
Howard Eisley,PG,NYK
LaPhonso Ellis,PF,MIA
Melvin Ely,C,LAC
Evan Eschmeyer,C,DAL
Reggie Evans,PF,SEA
Danny Ferry,SF,SAS
Michael Finley,SF,DAL
Derek Fisher,PG,LAL
Marcus Fizer,PF,CHI
Alton Ford,PF,PHO
Joseph Forte,SG,SEA
Danny Fortson,PF,GSW
Greg Foster,C,TOR
Jeff Foster,C,IND
Tremaine Fowlkes,SF,LAC
Rick Fox,SF,LAL
Adonal Foyle,C,GSW
Steve Francis,PG,HOU
Lawrence Funderburke,PF,SAC
Dan Gadzuric,C,MIL
Kevin Garnett,PF,MIN
Pat Garrity,PF,ORL
Pau Gasol,PF,MEM
Devean George,SF,LAL
Kendall Gill,SG,MIN
Manu Ginóbili,SG,SAS
Gordan Giriček,SG-SF,TOT
Dion Glover,SG,ATL
Anthony Goldwire,PG,TOT
Drew Gooden,SF-PF,TOT
Brian Grant,C,MIA
Horace Grant,PF,ORL
Adrian Griffin,SG,DAL
Eddie Griffin,PF,HOU
Tom Gugliotta,PF,PHO
A.J. Guyton,PG,GSW
Marcus Haislip,PF,MIL
Darvin Ham,SG,ATL
Richard Hamilton,SG,DET
Zendon Hamilton,C,TOR
Anfernee Hardaway,SG,PHO
Tim Hardaway,PG,IND
Matt Harpring,SF,UTA
Adam Harrington,SG,TOT
Al Harrington,SF,IND
Junior Harrington,PG,DEN
Othella Harrington,PF,NYK
Lucious Harris,SG,NJN
Antonio Harvey,PF,ATL
Donnell Harvey,SF,DEN
Trenton Hassell,SG,CHI
Kirk Haston,SF,NOH
Juaquin Hawkins,SG,HOU
Brendan Haywood,C,WAS
Alan Henderson,C,ATL
Nenê,C,DEN
Grant Hill,SF,ORL
Tyrone Hill,PF,TOT
Fred Hoiberg,SG,CHI
Robert Horry,PF,LAL
Eddie House,SG,MIA
Allan Houston,SG,NYK
Juwan Howard,PF,DEN
Troy Hudson,PG,MIN
Nate Huffman,C,TOR
Larry Hughes,PG,WAS
Ryan Humphrey,PF,TOT
Lindsey Hunter,PG,TOR
Steven Hunter,C,ORL
Zydrunas Ilgauskas,C,CLE
Allen Iverson,SG,PHI
Bobby Jackson,PG,SAC
Jermaine Jackson,SG,TOT
Jim Jackson,SF,SAC
Marc Jackson,C,MIN
Mark Jackson,PG,UTA
Stephen Jackson,SG,SAS
Casey Jacobsen,SF,PHO
Jerome James,C,SEA
Mike James,PG,MIA
Antawn Jamison,SF,GSW
Marko Jarić,SF,LAC
Chris Jefferies,SF,TOR
Richard Jefferson,SF,NJN
Jared Jeffries,SF,WAS
Anthony Johnson,PG,NJN
Avery Johnson,PG,DAL
Ervin Johnson,C,MIL
Joe Johnson,SG,PHO
Ken Johnson,C,MIA
Damon Jones,PG,SAC
Eddie Jones,SG,MIA
Fred Jones,SG,IND
Jumaine Jones,SF,CLE
Popeye Jones,PF,DAL
Michael Jordan,SF,WAS
Shawn Kemp,C,ORL
Steve Kerr,PG,SAS
Jason Kidd,PG,NJN
Andrei Kirilenko,SF,UTA
Kerry Kittles,SG,NJN
Brevin Knight,PG,MEM
Travis Knight,C,NYK
Toni Kukoč,PF,MIL
Christian Laettner,PF,WAS
Raef LaFrentz,C,DAL
Sean Lampley,SF,MIA
Dan Langhi,SF,PHO
Voshon Lenard,SG,TOR
Rashard Lewis,SF,SEA
Randy Livingston,PG,NOH
Art Long,PF,TOT
Grant Long,PF,BOS
Tyronn Lue,PG,WAS
George Lynch,SG,NOH
Todd MacCulloch,C,PHI
Tito Maddox,SG,HOU
Mark Madsen,PF,LAL
Corey Maggette,SG,LAC
Jamaal Magloire,C,NOH
Karl Malone,PF,UTA
Matt Maloney,PG,ATL
Danny Manning,PF,DET
Stephon Marbury,PG,PHO
Shawn Marion,SF,PHO
Sean Marks,PF,MIA
Donny Marshall,SF,NJN
Donyell Marshall,PF,CHI
Kenyon Martin,PF,NJN
Jamal Mashburn,SF,NOH
Anthony Mason,C,MIL
Desmond Mason,SF,TOT
Roger Mason,SF,CHI
Tony Massenburg,C,UTA
Walter McCarty,SF,BOS
Amal McCaskill,C,ATL
Jelani McCoy,C,TOR
Tracy McGrady,SG,ORL
Jeff McInnis,PG,POR
Aaron McKie,SF,PHI
Stanislav Medvedenko,PF,LAL
Ron Mercer,SG,IND
Chris Mihm,C,CLE
Darius Miles,SF,CLE
Andre Miller,PG,LAC
Brad Miller,C,IND
Mike Miller,SF,TOT
Reggie Miller,SG,IND
Chris Mills,PF,GSW
Yao Ming,C,HOU
Cuttino Mobley,SG,HOU
Nazr Mohammed,C,ATL
Jérôme Moïso,C,NOH
Mikki Moore,C,TOT
Terence Morris,SF,HOU
Troy Murphy,PF,GSW
Ronald Murray,SG,TOT
Tracy Murray,SF,LAL
Dikembe Mutombo,C,NJN
Mamadou N'Diaye,C,TOR
Boštjan Nachbar,SF,HOU
Lee Nailon,SF,NYK
Eduardo Nájera,SF,DAL
Steve Nash,PG,DAL
Rasho Nesterović,C,MIN
Ira Newble,SF,ATL
Moochie Norris,PG,HOU
Dirk Nowitzki,PF,DAL
Jermaine O'Neal,PF,IND
Shaquille O'Neal,C,LAL
Charles Oakley,C,WAS
Lamar Odom,SF,LAC
Mehmet Okur,PF,DET
Dean Oliver,PG,GSW
Kevin Ollie,PG,TOT
Michael Olowokandi,C,LAC
Greg Ostertag,C,UTA
Bo Outlaw,C,PHO
Chris Owens,SF,MEM
Olumide Oyedeji,C,ORL
Robert Pack,PG,NOH
Scott Padgett,PF,UTA
Milt Palacio,PG,CLE
Jannero Pargo,PG,LAL
Smush Parker,PG,CLE
Tony Parker,PG,SAS
Cherokee Parks,PF,LAC
Ruben Patterson,SF,POR
Gary Payton,PG,TOT
Anthony Peeler,SG,MIN
Wesley Person,SG,MEM
Morris Peterson,SF,TOR
Eric Piatkowski,SG,LAC
Paul Pierce,SG,BOS
Scottie Pippen,SF,POR
Scot Pollard,C,SAC
James Posey,SF,TOT
Lavor Postell,SG,NYK
Vitaly Potapenko,C,SEA
Tayshaun Prince,SF,DET
Joel Przybilla,C,MIL
Vladimir Radmanović,PF,SEA
Igor Rakočević,PG,MIN
Zach Randolph,PF,POR
Theo Ratliff,C,ATL
Željko Rebrača,C,DET
Michael Redd,SG,MIL
Don Reid,PF,DET
Efthimios Rentzias,C,PHI
Glen Rice,SF,HOU
Jason Richardson,SG,GSW
Quentin Richardson,SG,LAC
Antoine Rigaudeau,SG,DAL
Clifford Robinson,PF,DET
David Robinson,C,SAS
Eddie Robinson,SF,CHI
Glenn Robinson,SF,ATL
Rodney Rogers,PF,NJN
Sean Rooks,C,LAC
Jalen Rose,SF,CHI
Malik Rose,PF,SAS
Guy Rucker,PF,GSW
Kareem Rush,PG,LAL
Bryon Russell,SF,WAS
Arvydas Sabonis,C,POR
John Salmons,PG,PHI
Soumaila Samake,C,LAL
Jamal Sampson,PF,MIL
Pepe Sánchez,PG,DET
Jeryl Sasser,SG,ORL
Kenny Satterfield,PG,TOT
Predrag Savović,SG,DEN
Brian Scalabrine,PF,NJN
Ansu Sesay,SF,SEA
Brian Shaw,PG,LAL
Paul Shirley,PF,ATL
Bobby Simmons,SG,WAS
Brian Skinner,PF,PHI
Reggie Slater,PF,MIN
Tamar Slay,SG,NJN
Charles Smith,SG,POR
Joe Smith,SF,MIN
Steve Smith,SG,SAS
Eric Snow,PG,PHI
Latrell Sprewell,SF,NYK
Jerry Stackhouse,SG,WAS
Vladimir Stepania,C,MIA
DeShawn Stevenson,SG,UTA
Michael Stewart,PF,CLE
John Stockton,PG,UTA
Peja Stojaković,SF,SAC
Damon Stoudamire,PG,POR
Amar'e Stoudemire,PF,PHO
Erick Strickland,SG,IND
Mark Strickland,SF,DAL
Rod Strickland,PG,MIN
Bruno Šundov,C,BOS
Bob Sura,SG,GSW
Stromile Swift,PF,MEM
Wally Szczerbiak,SF,MIN
Maurice Taylor,PF,HOU
Jason Terry,PG,ATL
Etan Thomas,PF,WAS
Kenny Thomas,PF,TOT
Kurt Thomas,C,NYK
Tim Thomas,SF,MIL
Jamaal Tinsley,PG,IND
Óscar Torres,SG,GSW
Robert Traylor,C,NOH
Gary Trent,SF,MIN
Jeff Trepagnier,SG,DEN
Cezary Trybański,C,MEM
Jake Tsakalidis,C,PHO
Nikoloz Tskitishvili,SF,DEN
Hedo Türkoğlu,SF,SAC
Nick Van Exel,SG,DAL
Keith Van Horn,PF,PHI
Jacque Vaughn,PG,ORL
Jake Voskuhl,C,PHO
Dajuan Wagner,SG,CLE
Antoine Walker,PF,BOS
Samaki Walker,C,LAL
Ben Wallace,C,DET
Gerald Wallace,SF,SAC
Rasheed Wallace,PF,POR
Charlie Ward,PG,NYK
Earl Watson,PG,MEM
Clarence Weatherspoon,PF,NYK
Chris Webber,PF,SAC
Bonzi Wells,SG,POR
Jiří Welsch,SF,GSW
David Wesley,SG,NOH
Jahidi White,C,WAS
Rodney White,SG,DEN
Chris Whitney,PG,TOT
Chris Wilcox,PF,LAC
Mike Wilks,PG-SG,TOT
Aaron Williams,C,NJN
Alvin Williams,PG,TOR
Brandon Williams,SF,ATL
Eric Williams,SF,BOS
Frank Williams,PG,NYK
Jason Williams,PG,MEM
Jay Williams,PG,CHI
Jerome Williams,PF,TOR
Monty Williams,SF,PHI
Scott Williams,C,PHO
Shammond Williams,PG,TOT
Walt Williams,SF,DAL
Corliss Williamson,SF,DET
Kevin Willis,C,SAS
Rubén Wolkowyski,PF,BOS
Loren Woods,C,MIN
Qyntel Woods,PF,POR
Metta World Peace,SF,IND
Lorenzen Wright,C,MEM
Vincent Yarbrough,SG,DEN
Wang Zhizhi,C,LAC
Shareef Abdur-Rahim,PF,TOT
Malik Allen,PF,MIA
Ray Allen,SG,SEA
Rafer Alston,PG,MIA
Chris Andersen,PF,DEN
Derek Anderson,SG,POR
Kenny Anderson,PG,IND
Shandon Anderson,SG,NYK
Carmelo Anthony,SF,DEN
Robert Archibald,C-PF,TOT
Gilbert Arenas,PG,WAS
Brandon Armstrong,SG,NJN
Darrell Armstrong,PG,NOH
Carlos Arroyo,PG,UTA
Chucky Atkins,PG,TOT
Stacey Augmon,SF,NOH
Vin Baker,PF,TOT
Marcus Banks,PG,BOS
Leandro Barbosa,PG,PHO
Matt Barnes,SF,LAC
Dana Barros,SG,BOS
Brent Barry,SG,SEA
Jon Barry,SG,DEN
Mengke Bateer,C,TOR
Tony Battie,C,TOT
Shane Battier,SF,MEM
Lonny Baxter,C-PF,TOT
Jerome Beasley,PF,MIA
Raja Bell,SG,UTA
Troy Bell,PG,MEM
Jonathan Bender,SF,IND
Travis Best,PG,DAL
Mike Bibby,PG,SAC
Chauncey Billups,PG,DET
Steve Blake,PG,WAS
Corie Blount,PF-C,TOT
Mark Blount,C,BOS
Keith Bogans,SF,ORL
Calvin Booth,C,SEA
Carlos Boozer,PF,CLE
Curtis Borchardt,C,UTA
Chris Bosh,C,TOR
Ruben Boumtje-Boumtje,C,POR
Bruce Bowen,SF,SAS
Ryan Bowen,PF,DEN
Earl Boykins,SG,DEN
Michael Bradley,C-PF,TOT
Shawn Bradley,C,DAL
Torraye Braggs,PF,TOT
Elton Brand,PF,LAC
J.R. Bremer,PG,TOT
Jamison Brewer,PG,IND
Primož Brezec,C,IND
Damone Brown,PF,NJN
Devin Brown,SG,SAS
Kedrick Brown,SF,TOT
Kwame Brown,PF,WAS
P.J. Brown,PF,NOH
Tierre Brown,PG,NOH
Rick Brunson,PG,TOT
Kobe Bryant,SG,LAL
Greg Buckner,SG,PHI
Rodney Buford,SF,SAC
Caron Butler,SF,MIA
Mitchell Butler,SG,WAS
Rasual Butler,SF,MIA
Žarko Čabarkapa,PF,PHO
Marcus Camby,C,DEN
Elden Campbell,C,DET
Brian Cardinal,PF,GSW
Matt Carroll,SG,TOT
Anthony Carter,PG,SAS
Maurice Carter,SG,TOT
Vince Carter,SG,TOR
Sam Cassell,PG,MIN
Kelvin Cato,PF,HOU
Tyson Chandler,PF,CHI
Calbert Cheaney,SF,GSW
Doug Christie,SG,SAC
Keon Clark,PF,UTA
Speedy Claxton,PG,GSW
Mateen Cleaves,PG,CLE
Derrick Coleman,C,PHI
Bimbo Coles,PG,MIA
Jason Collier,C,ATL
Jarron Collins,C,UTA
Jason Collins,C,NJN
Brian Cook,C,LAL
Omar Cook,PG,POR
Chris Crawford,PF,ATL
Jamal Crawford,SG,CHI
Austin Croshere,PF,IND
Eddy Curry,PF,CHI
Michael Curry,SF,TOR
Samuel Dalembert,C,PHI
Erick Dampier,C,GSW
Antonio Daniels,PG,SEA
Marquis Daniels,SG,DAL
Antonio Davis,C,TOT
Baron Davis,PG,NOH
Dale Davis,C,POR
Hubert Davis,SG,TOT
Josh Davis,PF,ATL
Ricky Davis,SF-SG,TOT
Andrew DeClercq,C,ORL
Tony Delk,SG,DAL
Derrick Dial,SG,ORL
Boris Diaw,SG,ATL
Dan Dickau,PG,TOT
Kaniel Dickens,PF,POR
DeSagana Diop,C,CLE
Vlade Divac,C,SAC
Juan Dixon,SG,WAS
Michael Doleac,C,TOT
Keyon Dooling,PG,LAC
Bryce Drew,PG,NOH
Predrag Drobnjak,C,LAC
Tim Duncan,PF,SAS
Mike Dunleavy,SF,GSW
Ronald Dupree,SF,CHI
Ndudi Ebi,SF,MIN
Howard Eisley,PG,TOT
Francisco Elson,C,DEN
Melvin Ely,PF,LAC
Reggie Evans,PF,SEA
Desmond Ferguson,SF,POR
Michael Finley,SG,DAL
Derek Fisher,SG,LAL
Marcus Fizer,SF,CHI
Alton Ford,PF,HOU
T.J. Ford,PG,MIL
Danny Fortson,C,DAL
Jeff Foster,C,IND
Tremaine Fowlkes,SF,DET
Rick Fox,SF,LAL
Adonal Foyle,C,GSW
Richie Frahm,SF,SEA
Steve Francis,PG,HOU
Hiram Fuller,PF,ATL
Dan Gadzuric,C,MIL
Reece Gaines,PG,ORL
Alex Garcia,SG,SAS
Kevin Garnett,PF,MIN
Pat Garrity,PF,ORL
Pau Gasol,PF,MEM
Devean George,SF,LAL
Eddie Gill,PG,POR
Kendall Gill,SG,CHI
Manu Ginóbili,SG,SAS
Gordan Giriček,SF-SG,TOT
Dion Glover,SG,TOT
Anthony Goldwire,PG,TOT
Drew Gooden,PF,ORL
Brian Grant,C,MIA
Horace Grant,PF,LAL
Paul Grant,C,UTA
Willie Green,SG,PHI
Adrian Griffin,SG,HOU
Tom Gugliotta,PF,TOT
Marcus Haislip,PF,MIL
Darvin Ham,SF,DET
Richard Hamilton,SG,DET
Zendon Hamilton,C,PHI
Ben Handlogten,C,UTA
Travis Hansen,SF,ATL
Anfernee Hardaway,SG,TOT
Matt Harpring,SF,UTA
Al Harrington,PF,IND
Othella Harrington,PF,NYK
Lucious Harris,PG,NJN
Jason Hart,PG,SAS
Donnell Harvey,PF,TOT
Udonis Haslem,PF,MIA
Trenton Hassell,SG,MIN
Jarvis Hayes,SF,WAS
Brendan Haywood,C,WAS
Shane Heal,PG,SAS
Alan Henderson,PF,ATL
Nenê,PF,DEN
Tyrone Hill,PF,MIA
Kirk Hinrich,PG,CHI
Fred Hoiberg,SG,MIN
Robert Horry,PF,SAS
Eddie House,SG,LAC
Allan Houston,SG,NYK
Josh Howard,SF,DAL
Juwan Howard,PF,ORL
Troy Hudson,PG,MIN
Larry Hughes,SG,WAS
Ryan Humphrey,PF,MEM
Brandon Hunter,PF,BOS
Lindsey Hunter,SG,DET
Steven Hunter,C,ORL
Zydrunas Ilgauskas,C,CLE
Allen Iverson,SG,PHI
Bobby Jackson,SG,SAC
Jim Jackson,SF,HOU
Marc Jackson,PF,PHI
Mark Jackson,PG,HOU
Stephen Jackson,SF,ATL
Casey Jacobsen,SF,PHO
Jerome James,C,SEA
LeBron James,SG,CLE
Mike James,PG,TOT
Antawn Jamison,SF,DAL
Marko Jarić,PG,LAC
Chris Jefferies,SF-SG,TOT
Richard Jefferson,SF,NJN
Jared Jeffries,PF,WAS
Britton Johnsen,C,ORL
Anthony Johnson,PG,IND
Avery Johnson,PG,GSW
DerMarr Johnson,SF,NYK
Ervin Johnson,C,MIN
Joe Johnson,SG,PHO
Linton Johnson,SF,CHI
Dahntay Jones,SG,MEM
Damon Jones,PG,MIL
Eddie Jones,SG,MIA
Fred Jones,SG,IND
James Jones,SF,IND
Jumaine Jones,SG,BOS
Popeye Jones,PF,GSW
Chris Kaman,C,LAC
Jason Kapono,SF,CLE
Jason Kidd,PG,NJN
Andrei Kirilenko,PF,UTA
Kerry Kittles,SG,NJN
Brevin Knight,PG,TOT
Kyle Korver,SF,PHI
Toni Kukoč,PF,MIL
Christian Laettner,PF,WAS
Raef LaFrentz,C,BOS
Maciej Lampe,C,PHO
Sean Lampley,SF,GSW
Dan Langhi,SF,TOT
Rusty LaRue,PG,GSW
Voshon Lenard,SG,DEN
Quincy Lewis,SF,MIN
Rashard Lewis,SF,SEA
Randy Livingston,PG,LAC
Raül López,PG,UTA
Tyronn Lue,PG,ORL
George Lynch,SF,NOH
Mark Madsen,C,MIN
Corey Maggette,SF,LAC
Jamaal Magloire,C,NOH
Karl Malone,PF,LAL
Stephon Marbury,PG,TOT
Shawn Marion,SF,PHO
Donyell Marshall,PF,TOT
Darrick Martin,PG,MIN
Kenyon Martin,PF,NJN
Jamal Mashburn,SF,NOH
Desmond Mason,SF,MIL
Roger Mason,SG,TOT
Tony Massenburg,PF,SAC
Walter McCarty,PF,BOS
Amal McCaskill,C,PHI
Jelani McCoy,C,CLE
Antonio McDyess,PF,TOT
Tracy McGrady,SG,ORL
Jeff McInnis,SG-PG,TOT
Aaron McKie,SF,PHI
Keith McLeod,PG,MIN
Stanislav Medvedenko,PF,LAL
Ron Mercer,SG,SAS
Chris Mihm,C-PF,TOT
Darius Miles,SF,TOT
Darko Miličić,C,DET
Andre Miller,PG,DEN
Brad Miller,PF,SAC
Mike Miller,SF,MEM
Oliver Miller,C,MIN
Reggie Miller,SG,IND
Yao Ming,C,HOU
Cuttino Mobley,SG,HOU
Nazr Mohammed,C,TOT
Jérôme Moïso,PF,TOR
Mikki Moore,PF-C,TOT
Alonzo Mourning,C,NJN
Troy Murphy,PF,GSW
Lamond Murray,SF,TOR
Ronald Murray,PG,SEA
Tracy Murray,SF,POR
Dikembe Mutombo,C,NYK
Mamadou N'Diaye,C,TOT
Boštjan Nachbar,SF,HOU
Lee Nailon,PF-SF,TOT
Eduardo Nájera,SF,DAL
Steve Nash,PG,DAL
Rasho Nesterović,C,SAS
Ira Newble,SF,CLE
Moochie Norris,PG,TOT
Dirk Nowitzki,C,DAL
Jermaine O'Neal,PF,IND
Shaquille O'Neal,C,LAL
Charles Oakley,PF,HOU
Lamar Odom,PF,MIA
Mehmet Okur,PF,DET
Kevin Ollie,PG,CLE
Michael Olowokandi,C,MIN
Greg Ostertag,C,UTA
Bo Outlaw,PF,MEM
Travis Outlaw,PF,POR
Doug Overton,PG,TOT
Zaza Pachulia,C,ORL
Robert Pack,PG,NJN
Scott Padgett,PF,HOU
Milt Palacio,PG,TOR
Jannero Pargo,PG,TOT
Tony Parker,PG,SAS
Cherokee Parks,C,GSW
Ruben Patterson,SF,POR
Sasha Pavlović,SF,UTA
Gary Payton,PG,LAL
Anthony Peeler,SG,SAC
Desmond Penigar,PF,ORL
Kirk Penney,SG,MIA
Kendrick Perkins,C,BOS
Wesley Person,SG,TOT
Morris Peterson,SF,TOR
Eric Piatkowski,SF,HOU
Paul Pierce,SG,BOS
Mickaël Piétrus,PG,GSW
Scottie Pippen,SF,CHI
Zoran Planinić,SG,NJN
Scot Pollard,C,IND
Olden Polynice,C,LAC
Mark Pope,PF,DEN
James Posey,SG,MEM
Vitaly Potapenko,C,SEA
Tayshaun Prince,SF,DET
Joel Przybilla,C,TOT
Vladimir Radmanović,PF,SEA
Zach Randolph,PF,POR
Theo Ratliff,C,TOT
Željko Rebrača,C,TOT
Michael Redd,SG,MIL
Glen Rice,SF,LAC
Jason Richardson,SG,GSW
Quentin Richardson,SG,LAC
Luke Ridnour,PG,SEA
Clifford Robinson,PF,GSW
Eddie Robinson,SF,CHI
Glenn Robinson,SF,PHI
Rodney Rogers,PF,NJN
Sean Rooks,C,TOT
Jalen Rose,PG-SF,TOT
Malik Rose,PF,SAS
Michael Ruffin,PF,UTA
Kareem Rush,SG,LAL
Bryon Russell,SF,LAL
John Salmons,SG,PHI
Jamal Sampson,C,LAL
Daniel Santiago,C,MIL
Brian Scalabrine,PF,NJN
Ansu Sesay,SF,SEA
Paul Shirley,PF,CHI
Bobby Simmons,SF,LAC
Brian Skinner,C,MIL
Tamar Slay,SG,NJN
Jabari Smith,C,SAC
Joe Smith,PF,MIL
Leon Smith,C,SEA
Steve Smith,SG,NOH
Theron Smith,SF,MEM
Eric Snow,PG,PHI
Darius Songaila,PF,SAC
Latrell Sprewell,SF,MIN
Jerry Stackhouse,SF,WAS
Vladimir Stepania,C,POR
DeShawn Stevenson,SG-SF,TOT
Michael Stewart,C-PF,TOT
Peja Stojaković,SF,SAC
Damon Stoudamire,PG,POR
Amar'e Stoudemire,PF,PHO
Erick Strickland,PG,MIL
Rod Strickland,PG,TOT
Bruno Šundov,C,TOT
Bob Sura,SG,TOT
